Model,MSO54
Channel,CH1
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,62500
Zero Index,31249.53125000
Vertical Units,V
,
ANALOG_Thumbnail,

TIME,CH1
-2.52024500e-06,8.00000000e-04
-2.52008500e-06,8.00000000e-04
-2.51992500e-06,1.60000000e-03
-2.51976500e-06,8.00000000e-04
-2.51960500e-06,8.00000000e-04
-2.51944500e-06,0.00000000e+00
-2.51928500e-06,0.00000000e+00
-2.51912500e-06,0.00000000e+00
-2.51896500e-06,8.00000000e-04
-2.51880500e-06,8.00000000e-04
-2.51864500e-06,8.00000000e-04
-2.51848500e-06,8.00000000e-04
-2.51832500e-06,8.00000000e-04
-2.51816500e-06,8.00000000e-04
-2.51800500e-06,0.00000000e+00
-2.51784500e-06,0.00000000e+00
-2.51768500e-06,0.00000000e+00
-2.51752500e-06,0.00000000e+00
-2.51736500e-06,0.00000000e+00
-2.51720500e-06,0.00000000e+00
-2.51704500e-06,0.00000000e+00
-2.51688500e-06,8.00000000e-04
-2.51672500e-06,8.00000000e-04
-2.51656500e-06,8.00000000e-04
-2.51640500e-06,8.00000000e-04
-2.51624500e-06,8.00000000e-04
-2.51608500e-06,0.00000000e+00
-2.51592500e-06,0.00000000e+00
-2.51576500e-06,0.00000000e+00
-2.51560500e-06,0.00000000e+00
-2.51544500e-06,0.00000000e+00
-2.51528500e-06,8.00000000e-04
-2.51512500e-06,8.00000000e-04
-2.51496500e-06,0.00000000e+00
-2.51480500e-06,0.00000000e+00
-2.51464500e-06,0.00000000e+00
-2.51448500e-06,0.00000000e+00
-2.51432500e-06,0.00000000e+00
-2.51416500e-06,0.00000000e+00
-2.51400500e-06,0.00000000e+00
-2.51384500e-06,0.00000000e+00
-2.51368500e-06,0.00000000e+00
-2.51352500e-06,0.00000000e+00
-2.51336500e-06,0.00000000e+00
-2.51320500e-06,0.00000000e+00
-2.51304500e-06,0.00000000e+00
-2.51288500e-06,0.00000000e+00
-2.51272500e-06,0.00000000e+00
-2.51256500e-06,0.00000000e+00
-2.51240500e-06,0.00000000e+00
-2.51224500e-06,0.00000000e+00
-2.51208500e-06,0.00000000e+00
-2.51192500e-06,8.00000000e-04
-2.51176500e-06,8.00000000e-04
-2.51160500e-06,8.00000000e-04
-2.51144500e-06,0.00000000e+00
-2.51128500e-06,0.00000000e+00
-2.51112500e-06,8.00000000e-04
-2.51096500e-06,8.00000000e-04
-2.51080500e-06,8.00000000e-04
-2.51064500e-06,8.00000000e-04
-2.51048500e-06,0.00000000e+00
-2.51032500e-06,0.00000000e+00
-2.51016500e-06,0.00000000e+00
-2.51000500e-06,0.00000000e+00
-2.50984500e-06,0.00000000e+00
-2.50968500e-06,8.00000000e-04
-2.50952500e-06,0.00000000e+00
-2.50936500e-06,0.00000000e+00
-2.50920500e-06,0.00000000e+00
-2.50904500e-06,0.00000000e+00
-2.50888500e-06,0.00000000e+00
-2.50872500e-06,8.00000000e-04
-2.50856500e-06,8.00000000e-04
-2.50840500e-06,8.00000000e-04
-2.50824500e-06,8.00000000e-04
-2.50808500e-06,0.00000000e+00
-2.50792500e-06,0.00000000e+00
-2.50776500e-06,0.00000000e+00
-2.50760500e-06,0.00000000e+00
-2.50744500e-06,8.00000000e-04
-2.50728500e-06,8.00000000e-04
-2.50712500e-06,0.00000000e+00
-2.50696500e-06,0.00000000e+00
-2.50680500e-06,0.00000000e+00
-2.50664500e-06,0.00000000e+00
-2.50648500e-06,8.00000000e-04
-2.50632500e-06,8.00000000e-04
-2.50616500e-06,8.00000000e-04
-2.50600500e-06,8.00000000e-04
-2.50584500e-06,0.00000000e+00
-2.50568500e-06,0.00000000e+00
-2.50552500e-06,0.00000000e+00
-2.50536500e-06,0.00000000e+00
-2.50520500e-06,8.00000000e-04
-2.50504500e-06,8.00000000e-04
-2.50488500e-06,8.00000000e-04
-2.50472500e-06,0.00000000e+00
-2.50456500e-06,0.00000000e+00
-2.50440500e-06,0.00000000e+00
-2.50424500e-06,0.00000000e+00
-2.50408500e-06,8.00000000e-04
-2.50392500e-06,8.00000000e-04
-2.50376500e-06,0.00000000e+00
-2.50360500e-06,0.00000000e+00
-2.50344500e-06,0.00000000e+00
-2.50328500e-06,0.00000000e+00
-2.50312500e-06,0.00000000e+00
-2.50296500e-06,0.00000000e+00
-2.50280500e-06,0.00000000e+00
-2.50264500e-06,0.00000000e+00
-2.50248500e-06,0.00000000e+00
-2.50232500e-06,0.00000000e+00
-2.50216500e-06,0.00000000e+00
-2.50200500e-06,0.00000000e+00
-2.50184500e-06,8.00000000e-04
-2.50168500e-06,8.00000000e-04
-2.50152500e-06,8.00000000e-04
-2.50136500e-06,8.00000000e-04
-2.50120500e-06,0.00000000e+00
-2.50104500e-06,0.00000000e+00
-2.50088500e-06,0.00000000e+00
-2.50072500e-06,0.00000000e+00
-2.50056500e-06,8.00000000e-04
-2.50040500e-06,8.00000000e-04
-2.50024500e-06,0.00000000e+00
-2.50008500e-06,0.00000000e+00
-2.49992500e-06,-8.00000000e-04
-2.49976500e-06,0.00000000e+00
-2.49960500e-06,8.00000000e-04
-2.49944500e-06,8.00000000e-04
-2.49928500e-06,8.00000000e-04
-2.49912500e-06,0.00000000e+00
-2.49896500e-06,0.00000000e+00
-2.49880500e-06,0.00000000e+00
-2.49864500e-06,0.00000000e+00
-2.49848500e-06,0.00000000e+00
-2.49832500e-06,0.00000000e+00
-2.49816500e-06,0.00000000e+00
-2.49800500e-06,0.00000000e+00
-2.49784500e-06,0.00000000e+00
-2.49768500e-06,0.00000000e+00
-2.49752500e-06,0.00000000e+00
-2.49736500e-06,0.00000000e+00
-2.49720500e-06,8.00000000e-04
-2.49704500e-06,8.00000000e-04
-2.49688500e-06,8.00000000e-04
-2.49672500e-06,8.00000000e-04
-2.49656500e-06,0.00000000e+00
-2.49640500e-06,0.00000000e+00
-2.49624500e-06,0.00000000e+00
-2.49608500e-06,8.00000000e-04
-2.49592500e-06,8.00000000e-04
-2.49576500e-06,8.00000000e-04
-2.49560500e-06,0.00000000e+00
-2.49544500e-06,0.00000000e+00
-2.49528500e-06,0.00000000e+00
-2.49512500e-06,0.00000000e+00
-2.49496500e-06,8.00000000e-04
-2.49480500e-06,8.00000000e-04
-2.49464500e-06,8.00000000e-04
-2.49448500e-06,8.00000000e-04
-2.49432500e-06,0.00000000e+00
-2.49416500e-06,0.00000000e+00
-2.49400500e-06,0.00000000e+00
-2.49384500e-06,0.00000000e+00
-2.49368500e-06,0.00000000e+00
-2.49352500e-06,0.00000000e+00
-2.49336500e-06,0.00000000e+00
-2.49320500e-06,0.00000000e+00
-2.49304500e-06,-8.00000000e-04
-2.49288500e-06,0.00000000e+00
-2.49272500e-06,0.00000000e+00
-2.49256500e-06,8.00000000e-04
-2.49240500e-06,8.00000000e-04
-2.49224500e-06,0.00000000e+00
-2.49208500e-06,0.00000000e+00
-2.49192500e-06,0.00000000e+00
-2.49176500e-06,0.00000000e+00
-2.49160500e-06,0.00000000e+00
-2.49144500e-06,8.00000000e-04
-2.49128500e-06,8.00000000e-04
-2.49112500e-06,8.00000000e-04
-2.49096500e-06,0.00000000e+00
-2.49080500e-06,0.00000000e+00
-2.49064500e-06,0.00000000e+00
-2.49048500e-06,0.00000000e+00
-2.49032500e-06,0.00000000e+00
-2.49016500e-06,0.00000000e+00
-2.49000500e-06,0.00000000e+00
-2.48984500e-06,0.00000000e+00
-2.48968500e-06,0.00000000e+00
-2.48952500e-06,0.00000000e+00
-2.48936500e-06,8.00000000e-04
-2.48920500e-06,8.00000000e-04
-2.48904500e-06,0.00000000e+00
-2.48888500e-06,0.00000000e+00
-2.48872500e-06,0.00000000e+00
-2.48856500e-06,0.00000000e+00
-2.48840500e-06,0.00000000e+00
-2.48824500e-06,0.00000000e+00
-2.48808500e-06,8.00000000e-04
-2.48792500e-06,8.00000000e-04
-2.48776500e-06,8.00000000e-04
-2.48760500e-06,0.00000000e+00
-2.48744500e-06,-8.00000000e-04
-2.48728500e-06,-8.00000000e-04
-2.48712500e-06,0.00000000e+00
-2.48696500e-06,0.00000000e+00
-2.48680500e-06,8.00000000e-04
-2.48664500e-06,0.00000000e+00
-2.48648500e-06,0.00000000e+00
-2.48632500e-06,0.00000000e+00
-2.48616500e-06,0.00000000e+00
-2.48600500e-06,8.00000000e-04
-2.48584500e-06,8.00000000e-04
-2.48568500e-06,8.00000000e-04
-2.48552500e-06,8.00000000e-04
-2.48536500e-06,8.00000000e-04
-2.48520500e-06,0.00000000e+00
-2.48504500e-06,0.00000000e+00
-2.48488500e-06,0.00000000e+00
-2.48472500e-06,8.00000000e-04
-2.48456500e-06,8.00000000e-04
-2.48440500e-06,8.00000000e-04
-2.48424500e-06,0.00000000e+00
-2.48408500e-06,0.00000000e+00
-2.48392500e-06,-8.00000000e-04
-2.48376500e-06,0.00000000e+00
-2.48360500e-06,0.00000000e+00
-2.48344500e-06,8.00000000e-04
-2.48328500e-06,8.00000000e-04
-2.48312500e-06,0.00000000e+00
-2.48296500e-06,0.00000000e+00
-2.48280500e-06,0.00000000e+00
-2.48264500e-06,0.00000000e+00
-2.48248500e-06,8.00000000e-04
-2.48232500e-06,8.00000000e-04
-2.48216500e-06,8.00000000e-04
-2.48200500e-06,0.00000000e+00
-2.48184500e-06,0.00000000e+00
-2.48168500e-06,0.00000000e+00
-2.48152500e-06,0.00000000e+00
-2.48136500e-06,8.00000000e-04
-2.48120500e-06,8.00000000e-04
-2.48104500e-06,8.00000000e-04
-2.48088500e-06,8.00000000e-04
-2.48072500e-06,0.00000000e+00
-2.48056500e-06,0.00000000e+00
-2.48040500e-06,0.00000000e+00
-2.48024500e-06,0.00000000e+00
-2.48008500e-06,8.00000000e-04
-2.47992500e-06,8.00000000e-04
-2.47976500e-06,8.00000000e-04
-2.47960500e-06,0.00000000e+00
-2.47944500e-06,0.00000000e+00
-2.47928500e-06,0.00000000e+00
-2.47912500e-06,0.00000000e+00
-2.47896500e-06,8.00000000e-04
-2.47880500e-06,8.00000000e-04
-2.47864500e-06,8.00000000e-04
-2.47848500e-06,8.00000000e-04
-2.47832500e-06,0.00000000e+00
-2.47816500e-06,0.00000000e+00
-2.47800500e-06,0.00000000e+00
-2.47784500e-06,0.00000000e+00
-2.47768500e-06,8.00000000e-04
-2.47752500e-06,0.00000000e+00
-2.47736500e-06,0.00000000e+00
-2.47720500e-06,-8.00000000e-04
-2.47704500e-06,-8.00000000e-04
-2.47688500e-06,0.00000000e+00
-2.47672500e-06,0.00000000e+00
-2.47656500e-06,8.00000000e-04
-2.47640500e-06,0.00000000e+00
-2.47624500e-06,0.00000000e+00
-2.47608500e-06,-8.00000000e-04
-2.47592500e-06,0.00000000e+00
-2.47576500e-06,0.00000000e+00
-2.47560500e-06,8.00000000e-04
-2.47544500e-06,8.00000000e-04
-2.47528500e-06,8.00000000e-04
-2.47512500e-06,8.00000000e-04
-2.47496500e-06,0.00000000e+00
-2.47480500e-06,-8.00000000e-04
-2.47464500e-06,-8.00000000e-04
-2.47448500e-06,0.00000000e+00
-2.47432500e-06,8.00000000e-04
-2.47416500e-06,8.00000000e-04
-2.47400500e-06,8.00000000e-04
-2.47384500e-06,0.00000000e+00
-2.47368500e-06,0.00000000e+00
-2.47352500e-06,0.00000000e+00
-2.47336500e-06,0.00000000e+00
-2.47320500e-06,8.00000000e-04
-2.47304500e-06,8.00000000e-04
-2.47288500e-06,8.00000000e-04
-2.47272500e-06,0.00000000e+00
-2.47256500e-06,-8.00000000e-04
-2.47240500e-06,-8.00000000e-04
-2.47224500e-06,0.00000000e+00
-2.47208500e-06,8.00000000e-04
-2.47192500e-06,8.00000000e-04
-2.47176500e-06,8.00000000e-04
-2.47160500e-06,0.00000000e+00
-2.47144500e-06,0.00000000e+00
-2.47128500e-06,0.00000000e+00
-2.47112500e-06,0.00000000e+00
-2.47096500e-06,8.00000000e-04
-2.47080500e-06,8.00000000e-04
-2.47064500e-06,8.00000000e-04
-2.47048500e-06,0.00000000e+00
-2.47032500e-06,0.00000000e+00
-2.47016500e-06,-8.00000000e-04
-2.47000500e-06,0.00000000e+00
-2.46984500e-06,0.00000000e+00
-2.46968500e-06,8.00000000e-04
-2.46952500e-06,8.00000000e-04
-2.46936500e-06,8.00000000e-04
-2.46920500e-06,0.00000000e+00
-2.46904500e-06,0.00000000e+00
-2.46888500e-06,0.00000000e+00
-2.46872500e-06,0.00000000e+00
-2.46856500e-06,8.00000000e-04
-2.46840500e-06,8.00000000e-04
-2.46824500e-06,8.00000000e-04
-2.46808500e-06,0.00000000e+00
-2.46792500e-06,0.00000000e+00
-2.46776500e-06,-8.00000000e-04
-2.46760500e-06,-8.00000000e-04
-2.46744500e-06,0.00000000e+00
-2.46728500e-06,8.00000000e-04
-2.46712500e-06,8.00000000e-04
-2.46696500e-06,0.00000000e+00
-2.46680500e-06,0.00000000e+00
-2.46664500e-06,0.00000000e+00
-2.46648500e-06,0.00000000e+00
-2.46632500e-06,8.00000000e-04
-2.46616500e-06,8.00000000e-04
-2.46600500e-06,0.00000000e+00
-2.46584500e-06,0.00000000e+00
-2.46568500e-06,-8.00000000e-04
-2.46552500e-06,-8.00000000e-04
-2.46536500e-06,0.00000000e+00
-2.46520500e-06,8.00000000e-04
-2.46504500e-06,8.00000000e-04
-2.46488500e-06,8.00000000e-04
-2.46472500e-06,8.00000000e-04
-2.46456500e-06,8.00000000e-04
-2.46440500e-06,0.00000000e+00
-2.46424500e-06,0.00000000e+00
-2.46408500e-06,0.00000000e+00
-2.46392500e-06,8.00000000e-04
-2.46376500e-06,8.00000000e-04
-2.46360500e-06,0.00000000e+00
-2.46344500e-06,-8.00000000e-04
-2.46328500e-06,0.00000000e+00
-2.46312500e-06,0.00000000e+00
-2.46296500e-06,8.00000000e-04
-2.46280500e-06,8.00000000e-04
-2.46264500e-06,8.00000000e-04
-2.46248500e-06,8.00000000e-04
-2.46232500e-06,0.00000000e+00
-2.46216500e-06,-8.00000000e-04
-2.46200500e-06,0.00000000e+00
-2.46184500e-06,0.00000000e+00
-2.46168500e-06,8.00000000e-04
-2.46152500e-06,8.00000000e-04
-2.46136500e-06,0.00000000e+00
-2.46120500e-06,0.00000000e+00
-2.46104500e-06,-8.00000000e-04
-2.46088500e-06,0.00000000e+00
-2.46072500e-06,8.00000000e-04
-2.46056500e-06,8.00000000e-04
-2.46040500e-06,8.00000000e-04
-2.46024500e-06,0.00000000e+00
-2.46008500e-06,0.00000000e+00
-2.45992500e-06,0.00000000e+00
-2.45976500e-06,0.00000000e+00
-2.45960500e-06,0.00000000e+00
-2.45944500e-06,8.00000000e-04
-2.45928500e-06,8.00000000e-04
-2.45912500e-06,0.00000000e+00
-2.45896500e-06,0.00000000e+00
-2.45880500e-06,-8.00000000e-04
-2.45864500e-06,-8.00000000e-04
-2.45848500e-06,0.00000000e+00
-2.45832500e-06,0.00000000e+00
-2.45816500e-06,8.00000000e-04
-2.45800500e-06,8.00000000e-04
-2.45784500e-06,0.00000000e+00
-2.45768500e-06,-8.00000000e-04
-2.45752500e-06,-8.00000000e-04
-2.45736500e-06,0.00000000e+00
-2.45720500e-06,0.00000000e+00
-2.45704500e-06,0.00000000e+00
-2.45688500e-06,0.00000000e+00
-2.45672500e-06,0.00000000e+00
-2.45656500e-06,-8.00000000e-04
-2.45640500e-06,-8.00000000e-04
-2.45624500e-06,0.00000000e+00
-2.45608500e-06,8.00000000e-04
-2.45592500e-06,8.00000000e-04
-2.45576500e-06,8.00000000e-04
-2.45560500e-06,0.00000000e+00
-2.45544500e-06,0.00000000e+00
-2.45528500e-06,0.00000000e+00
-2.45512500e-06,0.00000000e+00
-2.45496500e-06,8.00000000e-04
-2.45480500e-06,8.00000000e-04
-2.45464500e-06,8.00000000e-04
-2.45448500e-06,0.00000000e+00
-2.45432500e-06,0.00000000e+00
-2.45416500e-06,-8.00000000e-04
-2.45400500e-06,-8.00000000e-04
-2.45384500e-06,0.00000000e+00
-2.45368500e-06,0.00000000e+00
-2.45352500e-06,0.00000000e+00
-2.45336500e-06,0.00000000e+00
-2.45320500e-06,0.00000000e+00
-2.45304500e-06,0.00000000e+00
-2.45288500e-06,0.00000000e+00
-2.45272500e-06,0.00000000e+00
-2.45256500e-06,8.00000000e-04
-2.45240500e-06,8.00000000e-04
-2.45224500e-06,0.00000000e+00
-2.45208500e-06,0.00000000e+00
-2.45192500e-06,-8.00000000e-04
-2.45176500e-06,0.00000000e+00
-2.45160500e-06,0.00000000e+00
-2.45144500e-06,0.00000000e+00
-2.45128500e-06,0.00000000e+00
-2.45112500e-06,0.00000000e+00
-2.45096500e-06,0.00000000e+00
-2.45080500e-06,0.00000000e+00
-2.45064500e-06,0.00000000e+00
-2.45048500e-06,8.00000000e-04
-2.45032500e-06,8.00000000e-04
-2.45016500e-06,8.00000000e-04
-2.45000500e-06,8.00000000e-04
-2.44984500e-06,0.00000000e+00
-2.44968500e-06,0.00000000e+00
-2.44952500e-06,-8.00000000e-04
-2.44936500e-06,0.00000000e+00
-2.44920500e-06,0.00000000e+00
-2.44904500e-06,8.00000000e-04
-2.44888500e-06,0.00000000e+00
-2.44872500e-06,-8.00000000e-04
-2.44856500e-06,-8.00000000e-04
-2.44840500e-06,-8.00000000e-04
-2.44824500e-06,0.00000000e+00
-2.44808500e-06,0.00000000e+00
-2.44792500e-06,8.00000000e-04
-2.44776500e-06,8.00000000e-04
-2.44760500e-06,0.00000000e+00
-2.44744500e-06,-8.00000000e-04
-2.44728500e-06,-8.00000000e-04
-2.44712500e-06,0.00000000e+00
-2.44696500e-06,0.00000000e+00
-2.44680500e-06,8.00000000e-04
-2.44664500e-06,8.00000000e-04
-2.44648500e-06,0.00000000e+00
-2.44632500e-06,-8.00000000e-04
-2.44616500e-06,0.00000000e+00
-2.44600500e-06,0.00000000e+00
-2.44584500e-06,8.00000000e-04
-2.44568500e-06,8.00000000e-04
-2.44552500e-06,8.00000000e-04
-2.44536500e-06,8.00000000e-04
-2.44520500e-06,0.00000000e+00
-2.44504500e-06,0.00000000e+00
-2.44488500e-06,0.00000000e+00
-2.44472500e-06,0.00000000e+00
-2.44456500e-06,0.00000000e+00
-2.44440500e-06,0.00000000e+00
-2.44424500e-06,0.00000000e+00
-2.44408500e-06,0.00000000e+00
-2.44392500e-06,0.00000000e+00
-2.44376500e-06,0.00000000e+00
-2.44360500e-06,0.00000000e+00
-2.44344500e-06,0.00000000e+00
-2.44328500e-06,8.00000000e-04
-2.44312500e-06,0.00000000e+00
-2.44296500e-06,0.00000000e+00
-2.44280500e-06,0.00000000e+00
-2.44264500e-06,0.00000000e+00
-2.44248500e-06,8.00000000e-04
-2.44232500e-06,8.00000000e-04
-2.44216500e-06,8.00000000e-04
-2.44200500e-06,0.00000000e+00
-2.44184500e-06,0.00000000e+00
-2.44168500e-06,-8.00000000e-04
-2.44152500e-06,-8.00000000e-04
-2.44136500e-06,0.00000000e+00
-2.44120500e-06,0.00000000e+00
-2.44104500e-06,8.00000000e-04
-2.44088500e-06,0.00000000e+00
-2.44072500e-06,0.00000000e+00
-2.44056500e-06,-8.00000000e-04
-2.44040500e-06,0.00000000e+00
-2.44024500e-06,0.00000000e+00
-2.44008500e-06,0.00000000e+00
-2.43992500e-06,0.00000000e+00
-2.43976500e-06,0.00000000e+00
-2.43960500e-06,-8.00000000e-04
-2.43944500e-06,-8.00000000e-04
-2.43928500e-06,-8.00000000e-04
-2.43912500e-06,0.00000000e+00
-2.43896500e-06,8.00000000e-04
-2.43880500e-06,1.60000000e-03
-2.43864500e-06,8.00000000e-04
-2.43848500e-06,0.00000000e+00
-2.43832500e-06,0.00000000e+00
-2.43816500e-06,-8.00000000e-04
-2.43800500e-06,0.00000000e+00
-2.43784500e-06,8.00000000e-04
-2.43768500e-06,8.00000000e-04
-2.43752500e-06,0.00000000e+00
-2.43736500e-06,0.00000000e+00
-2.43720500e-06,-8.00000000e-04
-2.43704500e-06,-8.00000000e-04
-2.43688500e-06,0.00000000e+00
-2.43672500e-06,8.00000000e-04
-2.43656500e-06,8.00000000e-04
-2.43640500e-06,8.00000000e-04
-2.43624500e-06,8.00000000e-04
-2.43608500e-06,0.00000000e+00
-2.43592500e-06,-8.00000000e-04
-2.43576500e-06,0.00000000e+00
-2.43560500e-06,0.00000000e+00
-2.43544500e-06,8.00000000e-04
-2.43528500e-06,8.00000000e-04
-2.43512500e-06,8.00000000e-04
-2.43496500e-06,0.00000000e+00
-2.43480500e-06,0.00000000e+00
-2.43464500e-06,-8.00000000e-04
-2.43448500e-06,0.00000000e+00
-2.43432500e-06,0.00000000e+00
-2.43416500e-06,0.00000000e+00
-2.43400500e-06,0.00000000e+00
-2.43384500e-06,-8.00000000e-04
-2.43368500e-06,-8.00000000e-04
-2.43352500e-06,-8.00000000e-04
-2.43336500e-06,0.00000000e+00
-2.43320500e-06,8.00000000e-04
-2.43304500e-06,8.00000000e-04
-2.43288500e-06,0.00000000e+00
-2.43272500e-06,-8.00000000e-04
-2.43256500e-06,-8.00000000e-04
-2.43240500e-06,-8.00000000e-04
-2.43224500e-06,0.00000000e+00
-2.43208500e-06,0.00000000e+00
-2.43192500e-06,0.00000000e+00
-2.43176500e-06,0.00000000e+00
-2.43160500e-06,0.00000000e+00
-2.43144500e-06,0.00000000e+00
-2.43128500e-06,0.00000000e+00
-2.43112500e-06,0.00000000e+00
-2.43096500e-06,0.00000000e+00
-2.43080500e-06,0.00000000e+00
-2.43064500e-06,0.00000000e+00
-2.43048500e-06,-8.00000000e-04
-2.43032500e-06,-8.00000000e-04
-2.43016500e-06,-8.00000000e-04
-2.43000500e-06,0.00000000e+00
-2.42984500e-06,8.00000000e-04
-2.42968500e-06,8.00000000e-04
-2.42952500e-06,0.00000000e+00
-2.42936500e-06,0.00000000e+00
-2.42920500e-06,0.00000000e+00
-2.42904500e-06,0.00000000e+00
-2.42888500e-06,0.00000000e+00
-2.42872500e-06,0.00000000e+00
-2.42856500e-06,0.00000000e+00
-2.42840500e-06,0.00000000e+00
-2.42824500e-06,0.00000000e+00
-2.42808500e-06,0.00000000e+00
-2.42792500e-06,0.00000000e+00
-2.42776500e-06,0.00000000e+00
-2.42760500e-06,8.00000000e-04
-2.42744500e-06,8.00000000e-04
-2.42728500e-06,0.00000000e+00
-2.42712500e-06,-8.00000000e-04
-2.42696500e-06,-8.00000000e-04
-2.42680500e-06,-8.00000000e-04
-2.42664500e-06,0.00000000e+00
-2.42648500e-06,0.00000000e+00
-2.42632500e-06,8.00000000e-04
-2.42616500e-06,0.00000000e+00
-2.42600500e-06,0.00000000e+00
-2.42584500e-06,-8.00000000e-04
-2.42568500e-06,-8.00000000e-04
-2.42552500e-06,-8.00000000e-04
-2.42536500e-06,0.00000000e+00
-2.42520500e-06,0.00000000e+00
-2.42504500e-06,8.00000000e-04
-2.42488500e-06,8.00000000e-04
-2.42472500e-06,0.00000000e+00
-2.42456500e-06,0.00000000e+00
-2.42440500e-06,0.00000000e+00
-2.42424500e-06,0.00000000e+00
-2.42408500e-06,8.00000000e-04
-2.42392500e-06,8.00000000e-04
-2.42376500e-06,0.00000000e+00
-2.42360500e-06,0.00000000e+00
-2.42344500e-06,0.00000000e+00
-2.42328500e-06,0.00000000e+00
-2.42312500e-06,0.00000000e+00
-2.42296500e-06,0.00000000e+00
-2.42280500e-06,0.00000000e+00
-2.42264500e-06,0.00000000e+00
-2.42248500e-06,0.00000000e+00
-2.42232500e-06,-8.00000000e-04
-2.42216500e-06,-8.00000000e-04
-2.42200500e-06,0.00000000e+00
-2.42184500e-06,8.00000000e-04
-2.42168500e-06,8.00000000e-04
-2.42152500e-06,0.00000000e+00
-2.42136500e-06,0.00000000e+00
-2.42120500e-06,-8.00000000e-04
-2.42104500e-06,-8.00000000e-04
-2.42088500e-06,0.00000000e+00
-2.42072500e-06,8.00000000e-04
-2.42056500e-06,8.00000000e-04
-2.42040500e-06,8.00000000e-04
-2.42024500e-06,0.00000000e+00
-2.42008500e-06,0.00000000e+00
-2.41992500e-06,0.00000000e+00
-2.41976500e-06,0.00000000e+00
-2.41960500e-06,8.00000000e-04
-2.41944500e-06,0.00000000e+00
-2.41928500e-06,0.00000000e+00
-2.41912500e-06,0.00000000e+00
-2.41896500e-06,-8.00000000e-04
-2.41880500e-06,-8.00000000e-04
-2.41864500e-06,0.00000000e+00
-2.41848500e-06,8.00000000e-04
-2.41832500e-06,8.00000000e-04
-2.41816500e-06,8.00000000e-04
-2.41800500e-06,8.00000000e-04
-2.41784500e-06,0.00000000e+00
-2.41768500e-06,0.00000000e+00
-2.41752500e-06,0.00000000e+00
-2.41736500e-06,8.00000000e-04
-2.41720500e-06,8.00000000e-04
-2.41704500e-06,8.00000000e-04
-2.41688500e-06,0.00000000e+00
-2.41672500e-06,0.00000000e+00
-2.41656500e-06,-8.00000000e-04
-2.41640500e-06,0.00000000e+00
-2.41624500e-06,0.00000000e+00
-2.41608500e-06,8.00000000e-04
-2.41592500e-06,8.00000000e-04
-2.41576500e-06,0.00000000e+00
-2.41560500e-06,0.00000000e+00
-2.41544500e-06,-8.00000000e-04
-2.41528500e-06,0.00000000e+00
-2.41512500e-06,8.00000000e-04
-2.41496500e-06,8.00000000e-04
-2.41480500e-06,8.00000000e-04
-2.41464500e-06,8.00000000e-04
-2.41448500e-06,0.00000000e+00
-2.41432500e-06,0.00000000e+00
-2.41416500e-06,0.00000000e+00
-2.41400500e-06,8.00000000e-04
-2.41384500e-06,8.00000000e-04
-2.41368500e-06,8.00000000e-04
-2.41352500e-06,0.00000000e+00
-2.41336500e-06,0.00000000e+00
-2.41320500e-06,0.00000000e+00
-2.41304500e-06,0.00000000e+00
-2.41288500e-06,0.00000000e+00
-2.41272500e-06,8.00000000e-04
-2.41256500e-06,8.00000000e-04
-2.41240500e-06,0.00000000e+00
-2.41224500e-06,-8.00000000e-04
-2.41208500e-06,-8.00000000e-04
-2.41192500e-06,0.00000000e+00
-2.41176500e-06,0.00000000e+00
-2.41160500e-06,8.00000000e-04
-2.41144500e-06,8.00000000e-04
-2.41128500e-06,8.00000000e-04
-2.41112500e-06,0.00000000e+00
-2.41096500e-06,-8.00000000e-04
-2.41080500e-06,-8.00000000e-04
-2.41064500e-06,0.00000000e+00
-2.41048500e-06,8.00000000e-04
-2.41032500e-06,8.00000000e-04
-2.41016500e-06,8.00000000e-04
-2.41000500e-06,0.00000000e+00
-2.40984500e-06,-8.00000000e-04
-2.40968500e-06,0.00000000e+00
-2.40952500e-06,0.00000000e+00
-2.40936500e-06,8.00000000e-04
-2.40920500e-06,8.00000000e-04
-2.40904500e-06,0.00000000e+00
-2.40888500e-06,0.00000000e+00
-2.40872500e-06,-8.00000000e-04
-2.40856500e-06,-8.00000000e-04
-2.40840500e-06,-8.00000000e-04
-2.40824500e-06,0.00000000e+00
-2.40808500e-06,8.00000000e-04
-2.40792500e-06,8.00000000e-04
-2.40776500e-06,0.00000000e+00
-2.40760500e-06,-8.00000000e-04
-2.40744500e-06,-8.00000000e-04
-2.40728500e-06,0.00000000e+00
-2.40712500e-06,0.00000000e+00
-2.40696500e-06,8.00000000e-04
-2.40680500e-06,8.00000000e-04
-2.40664500e-06,0.00000000e+00
-2.40648500e-06,0.00000000e+00
-2.40632500e-06,0.00000000e+00
-2.40616500e-06,0.00000000e+00
-2.40600500e-06,8.00000000e-04
-2.40584500e-06,1.60000000e-03
-2.40568500e-06,8.00000000e-04
-2.40552500e-06,0.00000000e+00
-2.40536500e-06,0.00000000e+00
-2.40520500e-06,-8.00000000e-04
-2.40504500e-06,0.00000000e+00
-2.40488500e-06,0.00000000e+00
-2.40472500e-06,8.00000000e-04
-2.40456500e-06,8.00000000e-04
-2.40440500e-06,0.00000000e+00
-2.40424500e-06,0.00000000e+00
