Model,MSO54
Channel,CH1
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,62500
Zero Index,31249.53125000
Vertical Units,V
,
ANALOG_Thumbnail,

TIME,CH1
-4.89112500e-06,0.00000000e+00
-4.89096500e-06,0.00000000e+00
-4.89080500e-06,8.00000000e-04
-4.89064500e-06,8.00000000e-04
-4.89048500e-06,8.00000000e-04
-4.89032500e-06,0.00000000e+00
-4.89016500e-06,0.00000000e+00
-4.89000500e-06,0.00000000e+00
-4.88984500e-06,0.00000000e+00
-4.88968500e-06,8.00000000e-04
-4.88952500e-06,8.00000000e-04
-4.88936500e-06,8.00000000e-04
-4.88920500e-06,8.00000000e-04
-4.88904500e-06,0.00000000e+00
-4.88888500e-06,0.00000000e+00
-4.88872500e-06,0.00000000e+00
-4.88856500e-06,0.00000000e+00
-4.88840500e-06,0.00000000e+00
-4.88824500e-06,0.00000000e+00
